fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.3,0.43,0.5,12.1,0.01,8.0,64.0,0.9968,3.26,0.43,10.7,5
6.5,0.58,0.11,6.6,0.085,30.0,174.0,0.9943,3.0,0.57,10.9,7
7.0,0.48,0.0,25.8,0.03,14.0,75.0,0.991,3.0,0.48,11.4,6
9.2,0.39,0.34,0.6,0.026,53.0,247.0,0.9953,3.18,0.43,11.4,7
9.2,0.45,0.46,4.3,0.056,29.0,56.0,0.992,3.11,0.43,9.6,6
9.2,0.59,0.23,6.2,0.093,12.0,157.0,0.9978,3.33,0.62,11.3,5
6.8,0.54,0.47,6.5,0.124,48.0,29.0,0.9929,3.3,0.31,8.0,5
8.8,0.43,0.33,8.5,0.042,1.0,58.0,0.9932,3.28,0.57,12.2,6
6.0,0.51,0.3,13.5,0.01,28.0,60.0,0.9959,3.13,0.45,11.5,6
6.1,0.16,0.44,2.4,0.068,40.0,82.0,0.9947,3.24,0.38,9.0,6
4.2,0.09,0.24,0.6,0.01,12.0,162.0,0.9982,3.27,0.52,11.3,6
9.5,0.33,0.29,2.4,0.082,23.0,114.0,0.9941,3.17,0.56,11.7,7
6.0,0.38,0.41,6.0,0.072,18.0,180.0,0.9938,3.18,0.83,11.0,5
7.1,0.25,0.32,1.3,0.103,11.0,161.0,0.9924,3.27,0.38,11.0,6
6.1,0.47,0.61,9.0,0.093,32.0,60.0,0.9911,3.04,0.58,9.1,6
8.1,0.08,0.43,1.3,0.061,46.0,110.0,0.9931,3.13,0.6,12.0,6
6.8,0.22,0.43,0.6,0.057,67.0,185.0,0.9959,3.11,0.53,9.3,7
5.6,0.23,0.32,3.8,0.025,45.0,67.0,0.9986,3.38,0.76,10.3,7
7.9,0.08,0.46,7.0,0.024,26.0,148.0,0.9973,3.13,0.58,8.9,7
5.5,0.54,0.28,2.3,0.055,51.0,75.0,0.993,3.22,0.67,11.1,7
6.1,0.12,0.36,7.5,0.018,11.0,62.0,0.9952,3.32,0.44,10.1,6
4.5,0.24,0.18,3.1,0.047,21.0,99.0,0.9948,3.1,0.35,9.0,6
5.4,0.48,0.48,1.0,0.04,47.0,53.0,0.9982,3.36,0.5,13.1,6
7.5,0.44,0.37,0.6,0.077,19.0,186.0,0.9986,3.37,0.5,8.9,6
4.7,0.16,0.62,6.7,0.055,32.0,6.0,0.9889,2.88,0.48,10.5,6
5.3,0.44,0.68,2.6,0.091,18.0,145.0,0.9989,3.28,0.57,10.4,6
7.2,0.38,0.44,13.2,0.045,27.0,145.0,0.99,3.39,0.46,9.6,6
6.4,0.74,0.32,4.2,0.015,29.0,90.0,0.9955,3.16,0.46,10.3,5
10.0,0.34,0.2,2.3,0.075,40.0,6.0,0.9884,3.31,0.77,11.2,8
9.5,0.34,0.45,2.3,0.052,33.0,141.0,0.9977,3.01,0.38,10.0,5
6.0,0.23,0.34,0.8,0.047,43.0,90.0,0.9937,2.97,0.72,8.4,5
8.1,0.19,0.41,4.9,0.041,38.0,80.0,0.9967,3.15,0.67,10.2,7
8.3,0.17,0.59,4.7,0.056,28.0,183.0,0.9938,3.06,0.71,11.5,7
6.5,0.55,0.2,8.7,0.047,20.0,199.0,0.9976,3.28,0.7,9.9,6
5.3,0.34,0.18,1.2,0.074,14.0,87.0,0.9897,3.27,0.51,9.9,6
7.2,0.43,0.29,1.9,0.082,1.0,72.0,0.9965,3.5,0.43,10.1,6
6.9,0.61,0.43,0.6,0.043,28.0,6.0,0.996,3.35,0.48,10.3,5
6.7,0.08,0.41,1.9,0.126,10.0,25.0,0.9958,3.12,0.53,12.0,6
7.7,0.57,0.18,3.0,0.036,15.0,71.0,0.9962,3.23,0.35,10.6,5
6.4,0.31,0.45,18.0,0.057,26.0,176.0,0.9981,3.25,0.6,11.6,7
5.7,0.4,0.14,5.7,0.01,21.0,141.0,0.9977,3.3,0.47,11.9,6
7.3,0.23,0.19,8.2,0.052,40.0,175.0,0.9905,2.89,0.55,11.0,5
7.7,0.21,0.3,2.1,0.049,28.0,155.0,0.995,3.15,0.5,9.9,6
5.7,0.41,0.24,0.8,0.054,59.0,116.0,0.9958,3.39,0.67,10.3,6
8.3,0.75,0.45,1.6,0.09,69.0,121.0,0.9945,3.28,0.6,10.2,5
4.8,0.53,0.35,1.6,0.115,25.0,146.0,0.9952,3.23,0.43,12.0,5
6.5,0.54,0.59,4.7,0.095,16.0,103.0,0.9961,3.14,0.54,8.9,6
6.9,0.3,0.28,2.3,0.052,1.0,134.0,0.997,3.2,0.22,10.4,6
6.3,0.27,0.29,10.5,0.063,62.0,136.0,0.9964,3.23,0.45,10.2,5
6.4,0.24,0.49,24.1,0.109,17.0,129.0,0.9973,3.07,0.56,9.1,5
9.7,0.26,0.31,2.3,0.021,21.0,84.0,1.0006,3.26,0.39,10.1,6
6.0,0.08,0.54,6.6,0.083,18.0,191.0,0.9941,3.23,0.64,9.5,5
10.3,0.25,0.39,5.8,0.025,24.0,191.0,0.9943,3.15,0.33,11.5,5
7.7,0.27,0.0,1.2,0.096,22.0,44.0,0.9968,3.15,0.57,10.1,5
7.4,0.31,0.5,13.5,0.051,45.0,6.0,0.9947,3.02,0.51,9.3,6
7.9,0.36,0.46,1.2,0.025,1.0,91.0,0.9937,3.4,0.7,8.5,6
10.6,0.36,0.47,7.2,0.033,28.0,70.0,0.9933,3.3,0.46,10.4,7
6.0,0.3,0.05,2.3,0.039,44.0,23.0,0.9966,3.27,0.51,12.2,7
5.8,0.24,0.22,2.5,0.089,18.0,94.0,0.9961,3.31,0.73,9.7,6
6.3,0.08,0.23,3.3,0.103,41.0,196.0,1.0003,2.78,0.73,9.1,6
7.2,0.27,0.19,10.8,0.042,32.0,142.0,0.9916,3.49,0.24,10.9,5
5.0,0.18,0.58,0.8,0.025,18.0,162.0,0.9917,2.8,0.31,10.4,6
7.3,0.41,0.32,0.6,0.127,1.0,190.0,0.9949,3.36,0.74,10.9,6
9.4,0.48,0.32,2.8,0.085,38.0,159.0,0.9923,3.23,0.71,13.5,6
7.3,0.51,0.39,0.6,0.029,36.0,106.0,0.9894,3.05,0.64,11.6,5
6.9,0.46,0.41,6.3,0.069,17.0,182.0,0.9934,3.24,0.52,9.7,6
6.5,0.28,0.0,7.7,0.042,45.0,71.0,1.0012,3.3,0.54,9.7,7
8.4,0.25,0.22,10.4,0.011,22.0,30.0,1.0022,3.14,0.31,8.5,6
6.2,0.22,0.11,7.4,0.045,49.0,195.0,0.9963,3.41,0.47,10.4,6
9.6,0.09,0.38,13.4,0.01,36.0,203.0,0.9914,2.98,0.67,11.6,6
9.7,0.52,0.27,7.4,0.039,56.0,93.0,0.9924,3.05,0.5,8.4,5
7.6,0.31,0.32,14.9,0.042,37.0,86.0,0.995,3.02,0.67,11.5,6
7.2,0.14,0.01,1.2,0.037,31.0,147.0,0.9932,2.99,0.69,11.3,6
8.6,0.2,0.28,3.7,0.088,1.0,54.0,0.9952,3.25,0.68,11.0,6
8.6,0.23,0.48,27.6,0.07,31.0,102.0,0.9948,3.48,0.59,9.6,5
6.2,0.34,0.53,6.2,0.034,26.0,129.0,0.991,3.36,0.49,10.7,6
6.6,0.51,0.43,11.4,0.067,59.0,77.0,0.9946,3.17,0.57,11.4,6
5.6,0.25,0.13,0.6,0.102,35.0,178.0,0.9961,3.44,0.39,11.4,7
7.9,0.08,0.52,11.1,0.027,45.0,130.0,0.9936,3.38,0.3,11.0,7
8.3,0.24,0.45,6.5,0.01,56.0,108.0,0.9975,3.11,0.58,11.3,8
5.4,0.34,0.29,1.0,0.018,54.0,171.0,0.9949,3.17,0.43,11.5,5
6.7,0.27,0.03,0.6,0.069,30.0,124.0,0.9943,3.27,0.44,10.1,7
5.5,0.23,0.46,1.6,0.108,68.0,75.0,0.9949,3.09,0.51,11.2,6
6.3,0.31,0.25,13.4,0.086,23.0,187.0,0.9931,3.06,0.68,13.1,8
7.9,0.38,0.36,6.0,0.101,54.0,114.0,0.9959,3.34,0.7,9.5,5
6.2,0.36,0.32,13.6,0.01,17.0,6.0,0.9921,3.38,0.38,9.8,5
6.7,0.43,0.54,3.2,0.027,45.0,132.0,1.0019,3.06,0.82,8.1,5
4.9,0.33,0.28,14.9,0.017,13.0,7.0,1.0008,3.28,0.57,9.9,4
7.4,0.29,0.31,3.4,0.076,41.0,234.0,0.9945,3.28,0.6,11.4,5
7.1,0.59,0.55,1.2,0.049,15.0,136.0,0.9964,3.04,0.37,10.9,5
6.3,0.42,0.22,0.9,0.01,12.0,136.0,0.9965,3.27,0.52,9.3,6
7.0,0.47,0.44,27.5,0.083,13.0,158.0,0.9965,3.3,0.52,9.7,6
7.6,0.5,0.3,2.2,0.097,40.0,15.0,0.9968,3.31,0.28,10.0,7
6.3,0.39,0.18,0.9,0.126,40.0,138.0,0.997,3.17,0.54,12.0,7
5.2,0.51,0.31,0.6,0.062,39.0,58.0,0.9968,3.27,0.64,8.0,5
9.5,0.11,0.42,1.8,0.078,34.0,93.0,0.9923,3.25,0.44,9.1,5
6.4,0.37,0.52,11.9,0.016,22.0,140.0,0.996,3.23,0.42,10.7,6
7.0,0.34,0.53,4.1,0.01,17.0,84.0,0.9925,3.36,0.68,10.2,5
8.7,0.57,0.29,5.4,0.1,13.0,7.0,0.9963,3.06,0.57,8.9,7
11.9,0.45,0.18,13.8,0.075,12.0,143.0,0.9975,3.08,0.53,12.4,7
5.5,0.26,0.26,3.9,0.1,52.0,156.0,0.9958,3.05,0.55,9.1,5
7.6,0.45,0.12,9.8,0.047,11.0,53.0,0.9969,3.38,0.6,8.8,4
6.4,0.33,0.3,2.1,0.139,15.0,71.0,0.9954,3.21,0.67,10.0,7
6.5,0.41,0.27,20.4,0.067,13.0,105.0,1.0002,3.12,0.68,10.2,6
6.4,0.14,0.44,0.6,0.03,8.0,224.0,0.9959,3.42,0.61,11.9,7
5.6,0.45,0.0,7.0,0.045,35.0,214.0,0.9919,3.18,0.71,11.1,4
7.1,0.33,0.2,5.8,0.01,21.0,177.0,0.9932,2.87,0.25,11.7,5
5.3,0.38,0.21,1.1,0.023,28.0,233.0,0.996,3.11,0.7,8.7,6
8.5,0.22,0.5,2.7,0.042,29.0,177.0,0.9986,3.23,0.5,10.5,6
7.2,0.27,0.14,2.0,0.11,35.0,131.0,0.9959,3.28,0.35,9.7,5
7.8,0.52,0.36,0.6,0.054,32.0,53.0,0.9954,3.11,0.69,10.9,6
6.5,0.2,0.29,4.7,0.094,51.0,18.0,0.9913,3.15,0.53,11.3,5
6.8,0.18,0.48,27.3,0.053,19.0,88.0,1.0004,3.14,0.67,9.9,6
7.6,0.33,0.41,4.4,0.02,20.0,126.0,0.9907,3.32,0.5,10.7,6
5.7,0.21,0.34,4.3,0.075,29.0,246.0,0.9901,3.43,0.59,10.1,6
6.8,0.19,0.24,0.6,0.026,29.0,103.0,0.9933,3.1,0.51,9.0,6
6.0,0.38,0.03,0.8,0.042,4.0,124.0,0.9965,3.44,0.53,8.6,5
5.9,0.15,0.34,3.9,0.127,2.0,135.0,0.9935,3.24,0.43,11.5,4
4.6,0.14,0.41,22.7,0.077,29.0,127.0,0.9929,3.19,0.37,13.2,7
9.0,0.66,0.09,11.3,0.027,55.0,216.0,0.9922,3.17,0.38,9.4,6
6.2,0.44,0.13,2.2,0.082,56.0,191.0,1.0,3.06,0.56,10.9,5
8.9,0.19,0.37,4.2,0.023,11.0,116.0,0.9957,3.08,0.46,10.7,7
8.6,0.4,0.37,4.3,0.01,23.0,80.0,0.9974,3.05,0.61,8.8,6
5.7,0.4,0.18,6.2,0.094,34.0,84.0,1.0009,3.04,0.52,11.8,7
5.8,0.49,0.24,6.3,0.066,36.0,118.0,1.0008,3.28,0.46,10.5,6
10.8,0.25,0.07,8.4,0.049,14.0,76.0,0.992,3.55,0.81,8.9,8
9.6,0.46,0.54,0.6,0.01,61.0,167.0,0.9954,3.09,0.45,11.4,7
7.2,0.08,0.13,15.5,0.045,20.0,78.0,0.9971,3.17,0.56,12.4,6
7.7,0.14,0.41,0.6,0.063,38.0,204.0,0.995,3.37,0.8,9.2,7
6.4,0.36,0.32,3.5,0.015,25.0,155.0,0.9927,3.05,0.67,9.1,6
7.9,0.36,0.53,13.6,0.057,25.0,42.0,0.987,2.99,0.59,11.2,7
6.2,0.22,0.19,3.6,0.11,43.0,199.0,0.9987,2.9,0.42,11.6,5
4.6,0.38,0.33,0.6,0.064,48.0,41.0,1.0002,3.22,0.23,9.9,6
5.6,0.2,0.08,1.4,0.076,43.0,206.0,0.9969,3.11,0.22,11.3,7
7.1,0.35,0.01,4.7,0.041,14.0,158.0,0.9946,3.0,0.45,10.5,4
5.7,0.53,0.4,0.6,0.019,6.0,242.0,0.993,3.1,0.78,12.0,5
7.0,0.54,0.03,3.0,0.036,77.0,6.0,0.9951,3.35,0.4,8.6,4
5.8,0.18,0.29,2.2,0.093,36.0,124.0,0.9987,3.14,0.38,11.1,6
6.2,0.17,0.47,9.1,0.053,15.0,114.0,0.9964,3.34,0.5,12.3,6
8.4,0.24,0.44,0.6,0.049,48.0,81.0,0.9882,3.28,0.56,11.5,7
7.6,0.33,0.22,6.2,0.038,15.0,172.0,0.9995,3.23,0.57,12.8,6
7.3,0.2,0.09,2.8,0.011,66.0,98.0,0.9967,3.21,0.72,10.8,7
8.3,0.53,0.39,4.8,0.104,23.0,197.0,0.9915,3.32,0.39,10.2,5
7.7,0.45,0.5,1.2,0.049,45.0,63.0,0.9965,3.25,0.7,8.7,4
9.1,0.4,0.22,5.1,0.037,30.0,7.0,0.9953,3.24,0.63,11.5,6
6.6,0.13,0.2,6.1,0.059,4.0,74.0,0.9953,2.9,0.44,12.7,6
6.7,0.52,0.24,0.6,0.037,13.0,148.0,0.9917,3.16,0.39,8.0,6
5.3,0.08,0.39,9.4,0.067,16.0,172.0,0.9939,2.96,0.31,8.5,4
6.7,0.47,0.51,10.7,0.032,18.0,62.0,0.9899,3.03,0.71,11.5,6
8.4,0.51,0.13,0.6,0.06,33.0,145.0,0.9984,3.37,0.48,12.2,5
8.9,0.27,0.1,5.0,0.054,1.0,136.0,0.9921,3.18,0.49,12.5,6
8.5,0.54,0.67,4.9,0.121,34.0,127.0,0.9981,3.47,0.57,10.8,6
4.8,0.35,0.29,0.6,0.123,1.0,214.0,0.9965,3.32,0.36,11.7,5
8.5,0.37,0.35,2.3,0.084,36.0,100.0,0.9935,3.1,0.75,10.5,5
4.7,0.42,0.21,18.7,0.053,16.0,63.0,0.9925,3.14,0.57,8.0,5
8.4,0.84,0.4,4.4,0.084,33.0,120.0,0.9953,3.31,0.58,10.8,6
6.9,0.52,0.48,14.6,0.083,7.0,107.0,0.998,3.29,0.53,9.8,7
8.1,0.48,0.36,6.1,0.04,19.0,167.0,0.9971,3.36,0.32,10.3,5
5.5,0.19,0.58,0.6,0.01,1.0,116.0,0.9964,2.86,0.69,11.6,6
8.7,0.39,0.26,0.6,0.01,8.0,130.0,0.9942,2.95,0.86,9.4,5
5.2,0.23,0.27,6.9,0.052,55.0,100.0,0.9971,3.11,0.39,8.3,5
6.4,0.47,0.36,4.4,0.038,56.0,6.0,0.9901,3.31,0.39,10.9,6
5.8,0.39,0.38,0.7,0.037,8.0,126.0,0.9954,3.33,0.39,11.9,5
4.9,0.18,0.35,5.1,0.028,24.0,182.0,0.9947,2.75,0.41,9.1,5
7.3,0.38,0.12,9.0,0.026,38.0,149.0,0.991,3.07,0.74,9.9,5
9.8,0.14,0.39,7.6,0.079,33.0,30.0,0.9937,3.3,0.4,12.1,8
10.7,0.36,0.27,1.5,0.01,20.0,97.0,0.9998,3.04,0.89,9.6,6
7.3,0.23,0.22,1.6,0.077,3.0,102.0,0.9964,3.25,0.8,11.5,5
8.7,0.34,0.33,18.6,0.046,46.0,147.0,0.9975,3.28,0.65,8.4,6
7.5,0.45,0.18,11.8,0.106,22.0,124.0,0.9934,3.13,0.62,10.9,6
7.9,0.33,0.15,2.1,0.065,1.0,6.0,0.9897,3.22,0.66,12.4,6
6.8,0.27,0.0,9.4,0.01,30.0,58.0,0.9992,3.19,0.45,9.8,6
7.5,0.37,0.58,1.0,0.01,25.0,95.0,0.9925,3.29,0.36,10.5,6
7.8,0.48,0.4,1.2,0.016,21.0,79.0,0.9937,3.17,0.54,8.0,5
6.4,0.19,0.29,1.1,0.065,32.0,104.0,0.9907,2.92,0.32,9.3,5
7.1,0.38,0.22,0.6,0.01,27.0,89.0,0.9989,3.3,0.42,10.4,6
7.0,0.61,0.0,10.4,0.06,49.0,102.0,0.9957,3.21,0.63,11.2,4
8.2,0.46,0.2,4.7,0.081,14.0,160.0,0.9943,3.3,0.59,11.8,5
6.0,0.31,0.44,1.6,0.038,17.0,181.0,0.9965,3.08,0.75,11.6,7
7.3,0.41,0.47,10.2,0.025,45.0,107.0,0.9936,3.17,0.5,8.8,7
9.7,0.41,0.42,8.8,0.01,75.0,149.0,0.9929,3.13,0.8,10.3,6
8.8,0.46,0.35,0.6,0.109,72.0,139.0,0.9912,3.36,0.43,10.2,6
9.0,0.08,0.52,5.6,0.12,44.0,193.0,0.9908,3.32,0.67,11.1,6
7.5,0.08,0.29,6.9,0.099,25.0,154.0,0.9979,3.45,0.58,11.8,8
7.8,0.47,0.49,6.8,0.046,22.0,232.0,0.9985,3.19,0.71,10.6,7
8.5,0.09,0.26,6.9,0.054,24.0,155.0,0.9896,3.01,0.42,11.0,6
9.2,0.43,0.18,1.0,0.08,1.0,24.0,0.9945,3.05,0.66,9.2,5
4.5,0.34,0.15,2.0,0.061,42.0,192.0,0.995,3.36,0.58,11.2,4
5.5,0.18,0.16,10.0,0.01,54.0,168.0,0.9927,3.43,0.41,9.4,6
8.8,0.42,0.41,12.3,0.088,28.0,166.0,0.9923,3.0,0.86,9.9,5
6.8,0.4,0.2,1.8,0.099,67.0,42.0,0.995,3.13,0.51,11.6,5
6.3,0.7,0.16,0.6,0.094,78.0,178.0,0.9926,3.04,0.65,10.8,5
5.5,0.26,0.42,10.6,0.072,46.0,172.0,0.9948,3.53,0.62,9.4,5
6.6,0.54,0.38,2.6,0.09,19.0,37.0,0.9915,3.28,0.36,11.0,7
5.5,0.36,0.48,2.2,0.01,16.0,156.0,0.9929,3.07,0.69,11.1,7
10.0,0.23,0.4,2.3,0.053,44.0,132.0,0.9939,3.06,0.36,12.7,6
7.3,0.43,0.22,2.9,0.033,50.0,116.0,0.9937,3.45,0.48,11.9,7
7.2,0.43,0.33,2.6,0.107,19.0,111.0,0.9981,3.32,0.59,11.4,6
7.9,0.37,0.33,4.5,0.062,10.0,8.0,0.993,3.22,0.53,9.2,5
8.6,0.35,0.19,0.6,0.05,1.0,112.0,0.9975,3.15,0.64,9.9,7
8.5,0.24,0.16,19.2,0.02,12.0,160.0,0.987,3.15,0.22,9.7,6
8.5,0.23,0.21,14.9,0.019,23.0,69.0,0.9947,2.99,0.31,12.3,5
6.4,0.46,0.63,14.7,0.016,50.0,112.0,0.9884,3.1,0.64,10.0,6
6.8,0.33,0.25,11.4,0.082,20.0,87.0,0.9984,3.14,0.5,9.8,5
8.1,0.35,0.5,5.8,0.077,1.0,91.0,1.0008,3.19,0.58,8.6,5
6.7,0.35,0.26,1.3,0.065,19.0,12.0,0.9946,3.2,0.61,9.3,7
7.3,0.35,0.47,0.6,0.084,25.0,153.0,0.9999,3.37,0.4,10.9,7
7.7,0.14,0.45,0.6,0.028,24.0,117.0,0.9923,3.1,0.33,11.6,5
8.3,0.54,0.46,2.1,0.01,1.0,70.0,0.9976,3.44,0.65,10.5,6
4.8,0.38,0.37,3.8,0.08,24.0,183.0,0.9972,3.19,0.42,10.3,5
8.1,0.33,0.52,27.0,0.054,53.0,164.0,0.9942,3.27,0.56,12.2,5
6.8,0.43,0.37,3.1,0.085,22.0,112.0,0.9947,3.38,0.51,10.3,5
8.1,0.4,0.57,4.0,0.071,18.0,186.0,0.9957,3.3,0.36,10.2,5
8.2,0.46,0.08,6.4,0.053,17.0,205.0,0.9953,3.33,0.47,11.8,6
9.2,0.45,0.36,1.1,0.063,33.0,63.0,0.9957,3.12,0.68,11.3,5
9.0,0.45,0.36,14.6,0.105,4.0,53.0,1.0011,3.19,0.57,9.9,6
9.0,0.55,0.18,4.1,0.046,11.0,6.0,1.0007,3.33,0.49,10.2,6
9.1,0.48,0.41,1.7,0.082,50.0,76.0,0.9972,3.34,0.6,11.0,6
7.5,0.34,0.09,14.8,0.067,42.0,94.0,1.0009,3.24,0.74,10.5,5
7.2,0.18,0.21,5.3,0.01,20.0,24.0,0.9914,3.33,0.53,12.1,5
8.4,0.6,0.02,3.6,0.01,39.0,68.0,0.9972,3.09,0.86,10.2,6
8.2,0.3,0.56,4.7,0.055,14.0,157.0,0.9973,3.32,0.59,11.4,6
6.7,0.29,0.28,7.4,0.039,14.0,131.0,0.9935,3.37,0.49,10.8,5
7.8,0.08,0.65,0.9,0.023,14.0,73.0,1.0012,3.22,0.6,11.0,6
7.2,0.39,0.44,10.8,0.093,3.0,186.0,0.9996,3.25,0.88,9.8,6
5.9,0.42,0.37,17.3,0.01,28.0,40.0,0.9963,2.89,0.73,9.8,4
8.9,0.09,0.23,4.5,0.049,66.0,144.0,0.9926,3.44,0.33,10.5,6
7.2,0.44,0.15,6.2,0.025,1.0,103.0,0.9901,3.27,0.31,11.9,5
9.9,0.25,0.4,10.6,0.108,60.0,121.0,0.9916,3.31,0.5,10.2,6
5.0,0.8,0.3,2.5,0.144,1.0,133.0,0.9996,3.27,0.86,10.2,5
6.3,0.3,0.1,26.7,0.045,38.0,183.0,0.9939,3.29,0.55,10.0,4
7.1,0.32,0.07,6.2,0.086,1.0,156.0,0.9982,3.28,0.41,12.1,4
8.7,0.19,0.18,3.0,0.1,40.0,177.0,0.9958,3.46,0.85,11.4,6
7.8,0.54,0.59,6.1,0.087,16.0,58.0,0.9886,3.62,0.69,11.3,6
7.5,0.3,0.64,4.0,0.084,43.0,99.0,0.9939,3.39,0.48,10.4,5
5.8,0.22,0.35,0.6,0.01,16.0,62.0,0.9918,3.42,0.45,10.0,6
5.5,0.51,0.32,8.6,0.097,38.0,42.0,0.9972,3.15,0.67,11.2,4
7.7,0.11,0.27,4.5,0.069,27.0,167.0,0.9974,3.18,0.4,10.1,6
5.4,0.46,0.17,8.6,0.048,51.0,6.0,0.9941,3.28,0.45,12.5,5
6.4,0.65,0.52,0.9,0.053,27.0,83.0,0.9993,3.31,0.55,10.5,5
7.9,0.43,0.6,4.2,0.065,34.0,85.0,0.9979,3.28,0.46,11.3,6
5.9,0.47,0.18,7.9,0.047,31.0,104.0,0.9934,3.07,0.39,10.3,5
9.2,0.5,0.3,24.0,0.044,46.0,51.0,0.9963,3.15,0.58,13.4,5
8.9,0.58,0.26,11.7,0.022,48.0,74.0,0.9923,3.16,0.57,9.6,7
5.1,0.56,0.25,10.8,0.074,31.0,221.0,0.9937,3.29,0.56,9.8,5
6.1,0.37,0.51,1.5,0.05,1.0,101.0,0.9965,3.17,0.25,9.8,7
4.2,0.51,0.12,9.8,0.028,13.0,66.0,0.9949,3.19,0.69,8.8,5
6.2,0.19,0.39,1.0,0.059,44.0,129.0,0.9904,3.18,0.25,11.0,6
8.3,0.43,0.44,1.2,0.057,4.0,120.0,0.9959,3.32,0.59,10.4,7
6.5,0.23,0.28,0.6,0.074,16.0,224.0,0.9937,3.41,0.86,9.6,4
7.7,0.31,0.45,10.5,0.055,19.0,100.0,0.9923,3.09,0.66,9.9,5
5.3,0.08,0.34,0.6,0.078,26.0,143.0,0.9914,3.34,0.49,10.6,6
8.3,0.4,0.5,0.8,0.046,24.0,48.0,0.9941,3.08,0.46,8.9,6
6.5,0.23,0.09,1.5,0.049,31.0,75.0,0.9955,3.32,0.52,9.2,6
7.2,0.54,0.26,4.6,0.066,11.0,81.0,0.994,3.02,0.7,8.7,5
7.1,0.4,0.31,11.5,0.07,15.0,32.0,0.9956,3.44,0.63,10.7,6
5.6,0.51,0.0,2.9,0.098,62.0,118.0,0.9939,3.18,0.54,10.6,6
5.8,0.13,0.17,4.3,0.093,56.0,130.0,0.9965,3.25,0.7,10.9,7
8.5,0.5,0.2,1.0,0.054,40.0,123.0,0.9943,3.24,0.34,11.1,6
7.8,0.67,0.46,1.7,0.01,41.0,25.0,0.9898,3.44,0.45,11.0,6
8.5,0.49,0.21,0.8,0.08,35.0,61.0,0.9911,3.11,0.45,8.4,5
7.6,0.49,0.19,2.8,0.074,29.0,93.0,0.9931,3.21,0.69,10.1,5
7.3,0.39,0.43,4.8,0.064,14.0,50.0,0.9985,3.24,0.56,10.5,5
5.0,0.25,0.08,1.8,0.083,56.0,6.0,0.9918,3.38,0.9,9.3,6
6.8,0.49,0.0,10.1,0.043,63.0,170.0,0.9959,3.1,0.65,8.6,5
7.2,0.09,0.27,21.5,0.01,20.0,201.0,0.9959,2.88,0.43,11.4,6
10.0,0.21,0.12,0.7,0.025,51.0,180.0,0.991,3.04,0.7,10.1,8
8.2,0.08,0.12,0.6,0.01,23.0,132.0,0.9939,3.34,0.44,11.9,7
9.2,0.22,0.41,8.4,0.072,16.0,82.0,0.9952,3.23,0.47,10.6,6
8.1,0.41,0.46,1.1,0.054,23.0,238.0,0.9939,3.21,0.53,10.5,7
6.2,0.45,0.43,2.4,0.086,23.0,176.0,0.9964,3.08,0.57,11.0,5
7.2,0.4,0.47,2.7,0.082,40.0,69.0,0.9963,3.23,0.55,10.1,4
7.4,0.39,0.5,13.4,0.039,22.0,201.0,0.9953,3.3,0.55,10.1,5
5.8,0.09,0.0,5.8,0.027,44.0,125.0,0.9975,3.2,0.37,8.9,4
6.7,0.27,0.39,0.6,0.028,17.0,190.0,0.9947,3.43,0.53,12.3,6
7.0,0.23,0.24,0.6,0.123,29.0,206.0,0.995,3.36,0.58,9.4,6
9.4,0.2,0.22,1.2,0.051,10.0,78.0,0.9955,3.2,0.67,12.2,7
4.5,0.43,0.41,2.1,0.046,7.0,108.0,0.9914,3.33,0.46,8.8,6
8.8,0.2,0.06,3.6,0.066,36.0,130.0,0.9964,3.23,0.22,11.1,6
6.1,0.21,0.07,9.8,0.01,32.0,121.0,0.9929,3.27,0.71,11.8,7
5.3,0.08,0.4,2.0,0.042,21.0,58.0,0.9941,3.18,0.6,10.1,4
8.8,0.29,0.39,2.6,0.026,13.0,122.0,0.9963,3.25,0.33,11.4,6
8.2,0.16,0.34,2.2,0.019,9.0,99.0,0.996,2.98,0.31,12.0,6
8.8,0.38,0.18,0.6,0.047,36.0,100.0,0.9904,3.09,0.62,11.0,5
8.4,0.15,0.44,16.8,0.058,18.0,27.0,0.9905,3.41,0.5,12.9,7
9.9,0.35,0.42,0.8,0.012,59.0,103.0,0.9917,3.17,0.32,13.1,6
7.9,0.34,0.32,1.8,0.043,33.0,237.0,0.9953,3.05,0.36,12.1,5
7.0,0.6,0.15,0.7,0.059,39.0,141.0,0.9986,3.49,0.51,11.4,6
7.9,0.35,0.28,3.6,0.072,56.0,98.0,0.9933,3.17,0.44,10.7,8
8.9,0.08,0.45,14.5,0.046,15.0,146.0,0.9919,3.31,0.46,10.9,6
6.2,0.13,0.52,0.6,0.068,38.0,195.0,0.9919,3.14,0.54,11.2,6
6.3,0.37,0.26,3.1,0.044,38.0,75.0,0.996,3.37,0.68,8.9,5
6.7,0.22,0.27,0.6,0.101,20.0,211.0,0.9979,3.22,0.61,10.1,5
4.6,0.08,0.31,8.0,0.075,3.0,55.0,0.9978,2.95,0.58,9.7,7
7.3,0.58,0.35,5.5,0.033,1.0,94.0,0.9927,3.55,0.73,9.6,5
4.8,0.45,0.23,6.5,0.039,14.0,89.0,0.9901,3.13,0.39,11.0,6
7.2,0.45,0.0,3.5,0.07,49.0,184.0,0.995,3.17,0.51,10.1,5
